num,image,title,price,make_year,engine_cc,availability,transmission,exterior,fuel,drive,details_link,reserve_link
MTH2492,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f595b1a2af3f268c525f84da63c82c1d_17022023122131.JPG,Toyota Land Cruiser Prado TX,"KSh 8,200,000",2019,2700 CC,In Stock,Auto,Dark Grey,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-922,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-922
MTH2491,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_aa26403a0ecf110036533588d7ff1f28_17022023102432.JPG,Honda Stepwagon New Shape,"KSh 2,050,000",2015,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/honda-stepwagon-921,https://www.motorhub.co.ke/reserve/honda-stepwagon-921
MTH2490,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_258d6e606b33d6c30d01010b10187841_17022023101505.JPG,Toyota Noah New Shape,Request Price Below,2014,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-noah-920,https://www.motorhub.co.ke/reserve/toyota-noah-920
MTH2489,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_6833447bd432315f366b0e95c75ee856_17022023095209.JPG,Suzuki Swift ,"KSh 1,150,000",2015,1500 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/suzuki-swift-919,https://www.motorhub.co.ke/reserve/suzuki-swift-919
MTH2488,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_f7a289595c926db73af012e646920ac1_17022023094423.JPG,Toyota Fielder G Grade,SOLD,2015,1500 CC,In Stock,Auto,Blue,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-fielder-918,https://www.motorhub.co.ke/reserve/toyota-fielder-918
MTH2487,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ba74cb82387d1962c044b5661caedb48_16022023055958.JPG,Mitsubishi Pajero EXCEED,Request Price Below,2015,3000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/mitsubishi-pajero-917,https://www.motorhub.co.ke/reserve/mitsubishi-pajero-917
MTH2486,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_6b98a9b7bba26d885f05ee4af6226e5e_16022023054839.JPG,Mitsubishi Pajero DI-D EXCEED,"KSh 3,400,000",2014,3200 CC,In Stock,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/mitsubishi-pajero-916,https://www.motorhub.co.ke/reserve/mitsubishi-pajero-916
MTH2485,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_28e3f6a9d7411a70854913ea0eebf682_16022023050201.JPG,Volkswagen Touareg V6 TDI Bluemotion,"KSh 5,800,000",2016,3000 CC,In Stock,Auto,Silver,Diesel,4 WD,https://www.motorhub.co.ke/detail/volkswagen-touareg-915,https://www.motorhub.co.ke/reserve/volkswagen-touareg-915
MTH2484,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_12c40dd3126c338fc2299726e531e607_16022023045544.jpeg,Mercedes-Benz G-Class GLE350D,Request Price Below,2015,3000 CC,Shipping,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-g-class-914,https://www.motorhub.co.ke/reserve/mercedes-benz-g-class-914
MTH2483,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ab0f8bd742e503821e49242421db8f6c_16022023025313.jpeg,Volvo XC60 T5 AWD (New Shape),"KSh 6,600,000",2017,2000 CC,Shipping,Auto,Brown,Petrol,4 WD,https://www.motorhub.co.ke/detail/volvo-xc60-913,https://www.motorhub.co.ke/reserve/volvo-xc60-913
MTH2482,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_10ad6759f759f89a0b5b8f609e8cdb26_16022023095513.JPG,Jeep Grand Cherokee 4X4,"KSh 4,000,000",2012,3600 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/jeep-grand-cherokee-912,https://www.motorhub.co.ke/reserve/jeep-grand-cherokee-912
MTH2481,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1629ae7a718e394f36bad4720d223c01_16022023093551.JPG,Toyota Harrier ,"KSh 3,800,000",2015,2000 CC,In Stock,Auto,Purple,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-911,https://www.motorhub.co.ke/reserve/toyota-harrier-911
MTH2480,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_25088b2c01e27b8335209ea3f7d098ea_14022023030504.jpeg,Land Rover Discovery IV SDV6,"KSh 6,500,000",2016,3000 CC,Shipping,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/land-rover-discovery-910,https://www.motorhub.co.ke/reserve/land-rover-discovery-910
MTH2479,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_dbf47c331abc99263c4890c5614d2925_13022023055038.jpeg,Honda Vezel Hybrid,"KSh 2,750,000",2016,1500 CC,Shipping,Auto,Red,Petrol,2 WD,https://www.motorhub.co.ke/detail/honda-vezel-909,https://www.motorhub.co.ke/reserve/honda-vezel-909
MTH2478,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_5d0eb2769feb153ad1197e9c3ead2516_13022023052453.jpeg,Mitsubishi Pajero EXCEED,"KSh 5,300,000",2016,3000 CC,Shipping,Auto,Gold / Green,Petrol,4 WD,https://www.motorhub.co.ke/detail/mitsubishi-pajero-908,https://www.motorhub.co.ke/reserve/mitsubishi-pajero-908
MTH2477,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c061a79da3f94e08fd6bed16d070673e_13022023123446.jpeg,Porsche Cayenne V6,Sold,2016,3000 CC,Shipping,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/porsche-cayenne-907,https://www.motorhub.co.ke/reserve/porsche-cayenne-907
MTH2476,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_3ce8eafe38c35d34c0b78a5a07ff0c3b_13022023092305.jpeg,Lexus LX570 ,"KSh 14,800,000",2016,5700 CC,Shipping,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/lexus-lx570-906,https://www.motorhub.co.ke/reserve/lexus-lx570-906
MTH2475,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ba555d1f1d829a4542135dad79ecd504_07022023063500.JPG,Toyota Land Cruiser 79 Series Hardtop,"KSh 2,850,000",2014,4200 CC,In Stock,Manual,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-79-series-905,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-79-series-905
MTH2474,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_00eef27e4b8ecb4d464d26936c1d8871_07022023062047.JPG,Subaru Forester New Shape,"KSh 3,250,000",2015,2000 CC,In Stock,Auto,Green,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-904,https://www.motorhub.co.ke/reserve/subaru-forester-904
MTH2473,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8c88e70f333d135c7c37026e107ca33b_07022023060410.JPG,Subaru Forester XT,"KSh 3,250,000",2015,2000 CC,In Stock,Auto,Green,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-903,https://www.motorhub.co.ke/reserve/subaru-forester-903
MTH2471,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_965a642bd90e7332696197dffaacd2d7_06022023015119.JPG,Toyota Land Cruiser V8 ZX,"KSh 8,500,000",2014,4600 CC,In Stock,Auto,White,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-v8-901,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-v8-901
MTH2470,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_540d00ac666a5b49c909ecc9e766a3d1_06022023011028.JPG,Subaru Forester XT STI,"KSh 3,250,000",2015,2000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/subaru-forester-900,https://www.motorhub.co.ke/reserve/subaru-forester-900
MTH2469,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_774a3b76acd1b371f00bfa927ee9cd46_06022023123143.JPG,Toyota Land Cruiser Prado TZ.G,"KSh 7,200,000",2015,2800 CC,In Stock,Auto,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-899,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-899
MTH2468,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_cbf8da3b304d11216a5f899c2eab040d_04022023125021.JPG,Toyota Vanguard 7 Seater,"KSh 1,900,000",2011,2400 CC,In Stock,Auto,Maroon,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-vanguard-898,https://www.motorhub.co.ke/reserve/toyota-vanguard-898
MTH2467,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8a15cea2fedb563df9e127668df7fac4_04022023115919.JPG,Toyota Harrier ,"KSh 3,700,000",2015,2000 CC,Shipping,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-897,https://www.motorhub.co.ke/reserve/toyota-harrier-897
MTH2465,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_3857152938f7624028d0d0e7f918b3d6_02022023121746.JPG,Volkswagen Touareg V6 TDI Bluemotion,"KSh 3,700,000",2014,3000 CC,In Stock,Auto,Silver,Diesel,4 WD,https://www.motorhub.co.ke/detail/volkswagen-touareg-895,https://www.motorhub.co.ke/reserve/volkswagen-touareg-895
MTH2464,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ba1052a54f21ce9b3c25d13311232ecd_02022023113142.JPG,Volkswagen Touareg V6 Bluemotion,"KSh 4,800,000",2014,3600 CC,In Stock,Auto,Blue,Petrol,4 WD,https://www.motorhub.co.ke/detail/volkswagen-touareg-894,https://www.motorhub.co.ke/reserve/volkswagen-touareg-894
MTH2463,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_476bbc07b61b08efb3d7c0b8fe434fad_02022023111612.JPG,Mercedes-Benz G-Class GLA250 4MATIC,Request Price Below,2014,2000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/mercedes-benz-g-class-893,https://www.motorhub.co.ke/reserve/mercedes-benz-g-class-893
MTH2462,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_b1bde434320e3cdd9e101fed0ac58c34_02022023110212.JPG,Toyota Hilux Double Cab Invincible Edition,"KSh 4,100,000",2015,3000 CC,In Stock,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-hilux-892,https://www.motorhub.co.ke/reserve/toyota-hilux-892
MTH2461,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_945b52c00cfffbb80f80a8c0efb963e5_02022023110035.jpeg,Porsche Cayenne V6,Sold,2016,3000 CC,Shipping,Auto,Black,Diesel,4 WD,https://www.motorhub.co.ke/detail/porsche-cayenne-891,https://www.motorhub.co.ke/reserve/porsche-cayenne-891
MTH2460,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8b234a800c5c0648378943dc14e2464b_02022023104822.JPG,Mazda Demio ,Request Price Below,2015,1300 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-demio-890,https://www.motorhub.co.ke/reserve/mazda-demio-890
MTH2459,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_bd217b2633e04958f322ad266f8b136a_02022023103753.JPG,Mercedes-Benz C-Class C200,Request Price Below,2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-889,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-889
MTH2458,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e419f23c2ae4e384f379cdfd5712fb77_02022023103133.JPG,Daihatsu Mira ,"KSh 780,000",2015,660 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/daihatsu-mira-888,https://www.motorhub.co.ke/reserve/daihatsu-mira-888
MTH2457,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_aa6bccda7ed0405473b57b8581f6ad74_02022023102501.JPG,Volkswagen Polo TSI Bluemotion,"KSh 1,650,000",2015,1200 CC,In Stock,Auto,Red,Petrol,2 WD,https://www.motorhub.co.ke/detail/volkswagen-polo-887,https://www.motorhub.co.ke/reserve/volkswagen-polo-887
MTH2456,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_7b5a0dec17ce3607d93ff6b9bc98641b_30012023010928.JPG,Toyota Land Cruiser Prado TX,"KSh 4,600,000",2015,2700 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-prado-886,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-prado-886
MTH2454,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_a65eb3fa9ff4172e7fb84a5ca977fd16_28012023035620.JPG,Lexus RX200T ,"KSh 6,800,000",2016,2000 CC,In Stock,Auto,Silver,Petrol,4 WD,https://www.motorhub.co.ke/detail/lexus-rx200t-884,https://www.motorhub.co.ke/reserve/lexus-rx200t-884
MTH2451,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_dd63da550543305c7adbea146c53feaa_27012023104037.JPG,Mercedes-Benz C-Class C200,Request Price Below,2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-881,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-881
MTH2450,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c7731cd9798f635769efe1c850c74893_27012023102730.JPG,Toyota Harrier GS Elegance,Request Price Below,2015,2000 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-880,https://www.motorhub.co.ke/reserve/toyota-harrier-880
MTH2449,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0ab0e8ecf4636a844556321f410b7b6e_27012023093525.JPG,Audi A8 L 3.0 V6 TDI Quattro,"KSh 5,500,000",2015,3000 CC,In Stock,Auto,Dark Grey,Diesel,4 WD,https://www.motorhub.co.ke/detail/audi-a8-l-879,https://www.motorhub.co.ke/reserve/audi-a8-l-879
MTH2448,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_fcd9b2d3b02c913e62c462a25382131b_25012023024937.JPG,Toyota Auris ,"KSh 1,850,000",2017,1500 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-auris-878,https://www.motorhub.co.ke/reserve/toyota-auris-878
MTH2447,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_aa5b8a4fc7d12d8b25a59c83437a272d_24012023061905.JPG,Lexus NX200T ,"KSh 5,300,000",2015,2000 CC,In Stock,Auto,Grey,Petrol,4 WD,https://www.motorhub.co.ke/detail/lexus-nx200t-877,https://www.motorhub.co.ke/reserve/lexus-nx200t-877
MTH2446,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_ec14c0008fae9e764b8ef184d7f1de90_24012023060319.JPG,Lexus NX300H Hybrid F-Sport,"KSh 5,800,000",2015,2000 CC,In Stock,Auto,Grey,Petrol,2 WD,https://www.motorhub.co.ke/detail/lexus-nx300h-876,https://www.motorhub.co.ke/reserve/lexus-nx300h-876
MTH2445,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0f85f5bbf5529d178668b39521b0cc2c_24012023054440.JPG,Mercedes-Benz C-Class C200,Request Price Below,2015,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/mercedes-benz-c-class-875,https://www.motorhub.co.ke/reserve/mercedes-benz-c-class-875
MTH2444,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_8b49260ee3869d03ba42d40deb9874fd_24012023053843.JPG,Toyota Probox ,"KSh 1,160,000",2015,1500 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-probox-874,https://www.motorhub.co.ke/reserve/toyota-probox-874
MTH2443,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_81d3cac5f9a60580bba4513936ec8eba_24012023052852.JPG,Toyota Harrier ,"KSh 3,100,000",2014,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-873,https://www.motorhub.co.ke/reserve/toyota-harrier-873
MTH2442,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0470c6a1027454233d6ea2b6f82fd4ed_24012023052105.JPG,Toyota Harrier ,Request Price Below,2014,2000 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-872,https://www.motorhub.co.ke/reserve/toyota-harrier-872
MTH2441,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_25fb7d0e4fffcfe255776ef6e9753144_24012023051142.JPG,Audi Q5 S Line Quattro,"KSh 4,200,000",2015,2000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/audi-q5-871,https://www.motorhub.co.ke/reserve/audi-q5-871
MTH2439,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_c65726485b341d938b86e85a3392829e_19012023032855.JPG,Toyota Harrier GS Elegance,Request Price Below,2015,2000 CC,In Stock,Auto,Silver,Petrol,2 WD,https://www.motorhub.co.ke/detail/toyota-harrier-869,https://www.motorhub.co.ke/reserve/toyota-harrier-869
MTH2438,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_0d165415185413d07c965012cc0e2c0a_19012023032219.JPG,Land Rover Range Rover V8 Supercharged,"KSh 3,300,000",2006,4200 CC,In Stock,Auto,Red,Petrol,4 WD,https://www.motorhub.co.ke/detail/land-rover-range-rover-868,https://www.motorhub.co.ke/reserve/land-rover-range-rover-868
MTH2437,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_09dc9ac6b2e4624dbfe45a736624658e_18012023101339.JPG,Toyota Land Cruiser 79 Series Hardtop V8,"KSh 3,700,000",2009,4500 CC,In Stock,Manual,White,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-land-cruiser-79-series-867,https://www.motorhub.co.ke/reserve/toyota-land-cruiser-79-series-867
MTH2435,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_12c8dba6c3eb2f1df80977454b15ca0f_16012023053016.JPG,Nissan Tiida Hatchback,"KSh 780,000",2012,1500 CC,In Stock,Auto,Gold,Petrol,2 WD,https://www.motorhub.co.ke/detail/nissan-tiida-865,https://www.motorhub.co.ke/reserve/nissan-tiida-865
MTH2434,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_edb8349cf33ee5c33a490c98474d2dcd_16012023052716.JPG,Nissan Latio ,"KSh 1,250,000",2014,1500 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/nissan-latio-864,https://www.motorhub.co.ke/reserve/nissan-latio-864
MTH2433,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_bd666f2857a9a562649348693f5c7f5a_16012023085623.JPG,Toyota Hilux Revo G-Grade,"KSh 5,900,000",2017,2800 CC,In Stock,Auto,Silver,Diesel,4 WD,https://www.motorhub.co.ke/detail/toyota-hilux-863,https://www.motorhub.co.ke/reserve/toyota-hilux-863
MTH2431,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_4518cdd7c555894aafd4c4d7a0f7f84e_15012023095618.JPG,Volkswagen Tiguan TSI,"KSh 3,100,000",2015,1400 CC,In Stock,Auto,White,Petrol,2 WD,https://www.motorhub.co.ke/detail/volkswagen-tiguan-861,https://www.motorhub.co.ke/reserve/volkswagen-tiguan-861
MTH2428,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_1e18dfd4272a984a246bab22faac3581_13012023074923.JPG,Mazda CX-5 ,Request Price Below,2015,2200 CC,In Stock,Auto,White,Diesel,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-858,https://www.motorhub.co.ke/reserve/mazda-cx-5-858
MTH2427,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_bdcd7e4fb16c50fec40b196384351b7d_13012023072818.JPG,Mazda CX-5 ,Request Price Below,2015,2200 CC,In Stock,Auto,Black,Diesel,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-857,https://www.motorhub.co.ke/reserve/mazda-cx-5-857
MTH2426,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_e6243e8aa374147da42543ac29c1ce73_13012023072304.JPG,Mazda CX-5 New Generation,Request Price Below,2017,2200 CC,In Stock,Auto,Black,Diesel,2 WD,https://www.motorhub.co.ke/detail/mazda-cx-5-856,https://www.motorhub.co.ke/reserve/mazda-cx-5-856
MTH2424,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_991f1ff9a3691b2881bc6a570e3719f8_13012023070350.JPG,Nissan Xtrail (ROGUE) SL,"KSh 2,550,000",2015,2000 CC,In Stock,Auto,Black,Petrol,4 WD,https://www.motorhub.co.ke/detail/nissan-xtrail-854,https://www.motorhub.co.ke/reserve/nissan-xtrail-854
MTH2423,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_07952f994ac82f0450aedd409ebf7e37_13012023065703.JPG,Mazda Atenza Hatchback,"KSh 2,100,000",2015,2000 CC,In Stock,Auto,Blue,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-atenza-853,https://www.motorhub.co.ke/reserve/mazda-atenza-853
MTH2422,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_d6c6293c1274a3cc97c5ad56a4539ebd_13012023064950.JPG,Mazda Axela Sedan,Request Price Below,2015,1500 CC,In Stock,Auto,Black,Petrol,2 WD,https://www.motorhub.co.ke/detail/mazda-axela-852,https://www.motorhub.co.ke/reserve/mazda-axela-852
MTH2420,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_76fa407a1e56eadc22535788cd2debeb_13012023063419.JPG,Nissan Xtrail Pure Drive,Request Price Below,2014,2000 CC,In Stock,Auto,Red,Petrol,4 WD,https://www.motorhub.co.ke/detail/nissan-xtrail-850,https://www.motorhub.co.ke/reserve/nissan-xtrail-850
MTH2419,https://www.motorhub.co.ke/assets/images/CarPhotos/Large_812348075a4c31ec6793577f860815d2_10012023042934.JPG,Land Rover Range Rover Vogue SE TDV8,"KSh 11,700,000",2015,4400 CC,In Stock,Auto,Grey,Diesel,4 WD,https://www.motorhub.co.ke/detail/land-rover-range-rover-849,https://www.motorhub.co.ke/reserve/land-rover-range-rover-849
